epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.4339319322459222,2.42620350725229,0.6142931177619084,1.5641420356076747
2,0.7785759097061014,0.9573462090946949,0.7276326700007144,1.0915202140363294
3,0.9180102467985644,0.3778542120154559,0.7424440299397084,0.9905719043807456
4,0.9657256378882203,0.16020995003160748,0.7485696519192179,0.9785453861495897
5,0.9839632998745295,0.08421081924107547,0.7569444444938679,0.9782286174595356
6,0.9904328732747805,0.051382974837176326,0.754881840884982,0.9887475754176058
7,0.9933343789209536,0.03712959630985089,0.7561670813097883,1.0003715297068232
8,0.9940009410288582,0.029132565668955855,0.7589033997029214,1.0149253106291467
9,0.9953732747804266,0.02421084683741369,0.7624896352563925,1.0158179434831833
10,0.996745608531995,0.01797309587716909,0.7557213932127502,1.0215618305049596
11,0.9955301129234629,0.019377020420214462,0.758810116135659,1.0599004293407375
