epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.26038007110992967,3.1359255289941688,0.34888059701492535,2.645790444084661
2,0.4835738185208894,2.1512635041360126,0.4435634328358209,2.1821581469246403
3,0.5895650356147939,1.6712473928554443,0.48445273631840796,1.9862060566150135
4,0.6488864492143561,1.3833390447396405,0.4931799336823065,1.9068993939392602
5,0.6864910080112807,1.2058620313030564,0.5088826700007144,1.8342704764794355
6,0.704145754969105,1.115491877161574,0.5137230514442149,1.8289722011457035
7,0.7247412171088617,1.0202782399382166,0.5160551409964538,1.8498827352452634
8,0.7624503346428817,0.8744278707199145,0.5210302653745632,1.8179792410402156
9,0.780097239738426,0.801137927746683,0.5249170812949613,1.8707678530050154
10,0.7967952739638995,0.7378472717411096,0.5209888059701493,1.8462594924726297
11,0.80694531579239,0.6886924189635771,0.5244299336823065,1.9040707478772347
12,0.8151401087660413,0.6566009878775706,0.5210302653745632,1.904713745289181
13,0.8225245713589332,0.6208129602214474,0.5172781923887741,1.9356843117457718
14,0.8347213509839632,0.57936499455717,0.5244299336823065,1.8920790375168643
15,0.7598651192867322,0.8568578977955779,0.5210095356723562,1.8429285058038152
16,0.790411961572233,0.7491409791682565,0.5199212272146448,1.8527631786332202
17,0.8066420954473345,0.6939028618551109,0.5177446102992219,1.8713564638474687
