epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.31100742371198975,2.807487809673008,0.4560012437810945,2.1063502534705014
2,0.5290124425325669,1.793893844599706,0.5404228855721394,1.7108347203526924
3,0.6180259306427826,1.4095142905505718,0.5827321724882767,1.549352992678163
4,0.6863367837974089,1.1404089349201663,0.6074730514442149,1.4479592433801634
5,0.7349722920128213,0.9523076525371676,0.6244402985964248,1.3621097420949249
6,0.7726448139402469,0.8091418423422307,0.6345045605479781,1.343832781899776
7,0.8039758470157159,0.6909944039478505,0.6393449419914786,1.3438694024857003
8,0.8278230866195267,0.5955644135680073,0.6449419569168517,1.330998859706506
9,0.8496523421711126,0.5179287120138986,0.6537831675131522,1.3193223265124792
10,0.8620869929398617,0.4645520637426502,0.6536276948763363,1.4004622154419695
11,0.8812656838591754,0.406383764368004,0.6578254560703662,1.5174380619431016
12,0.8912275199459367,0.37277667708648193,0.6617330016929712,1.3140258554424813
13,0.8985152656640133,0.34561551515587896,0.667931177463401,1.7355242067605108
14,0.9053011292795016,0.31803476713700607,0.6693511608969512,1.3328248952232784
15,0.9144029695087275,0.29109413794696404,0.6769900498402059,1.4568729930700948
16,0.9204386240864638,0.2719622504952337,0.6735489220909812,1.3493217244670166
17,0.9265971351298066,0.24923780610974192,0.6720149254620965,1.3917335184355872
18,0.930711522455347,0.23554242685801785,0.6730825041805334,1.4161990890603753
