epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.4041535968762569,2.5365781428075045,0.5685634328358209,1.7509145453498138
2,0.7264951903517901,1.1377954555574894,0.660157545622605,1.3113033171437347
3,0.8767173777111202,0.5281739193604911,0.6841417911337383,1.2098748546779452
4,0.94419176081941,0.25099622468502636,0.697377694928231,1.1929233195399171
5,0.9747882685069009,0.12769552636213852,0.6982690713447125,1.1990083205648026
6,0.9812107905091126,0.08444411316045199,0.6972014926262756,1.2344632231774022
7,0.9879234629861983,0.05706825202513238,0.7012437811834895,1.2555569780258398
8,0.9897663111668757,0.04800570446681208,0.7006011608969512,1.248827704520368
9,0.9911778544542033,0.037531473217859226,0.6962893864705195,1.3063613684912818
10,0.9927854454203262,0.03236842703587204,0.713992537402395,1.241179541642986
11,0.9548645964829506,0.1873916861889802,0.6945377280611303,1.2380592515367774
12,0.982353094979242,0.08600359700662241,0.700155472725778,1.2317594385228643
13,0.9889429109159348,0.05492632985617522,0.6986007463576188,1.2996422879731477
14,0.9906289209535759,0.04404288170733016,0.704197761282992,1.2778759775173605
15,0.9920404642409034,0.03776182458879732,0.7079291045665741,1.2695464110233594
16,0.9920770598474978,0.034339244175092355,0.7059701494316557,1.264590669840352
17,0.9938441028858218,0.02755420686124381,0.7134742953290987,1.2814159677989447
18,0.9938441028858218,0.027623699623781726,0.7097222223803772,1.3394544669125803
