epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.18571988709149426,3.395435047269316,0.2652363184079602,3.0420333422831636
2,0.28252300294758836,2.8815174279278764,0.3215174129353234,2.7224663199476935
3,0.32636187789281607,2.6550279848249523,0.3468801824385254,2.5893819806587635
4,0.3546528649449797,2.509308896220314,0.36691542288557216,2.474073875009717
5,0.3730186114795833,2.417410534777336,0.3871268656716418,2.402489708134191
6,0.39076223337515686,2.3371503131751585,0.39634121064819505,2.355212441724331
7,0.39431723129644597,2.2905457757198375,0.3960717247789772,2.3095575216694257
8,0.41161909246983164,2.2340266806268634,0.4058457712332408,2.287824408480184
9,0.4202451903368329,2.1945876252546515,0.41898839153460604,2.2469783294853287
10,0.4261161647970733,2.1573077954791273,0.41859452745214626,2.2386184290273867
11,0.43230081558077965,2.126210211959657,0.417039801083987,2.228401396108504
12,0.4355630489484579,2.102997931363143,0.42303068009181993,2.2017227191830155
13,0.44258678378245164,2.0785086869894336,0.423901326769027,2.1873918750244585
14,0.44647114182655306,2.0566094850506658,0.4306695689609395,2.1754189981749996
15,0.4527472815145662,2.0316300917150385,0.4227197348181881,2.171730635771111
16,0.45564617319418166,2.0174299711863997,0.4348258708246905,2.154952652863602
17,0.4629809703476905,1.9837600042111003,0.43890961871218326,2.150786995665351
18,0.46886762860727726,1.9635425296003277,0.44322139321275017,2.1301969461031813
19,0.4656132371392723,1.9534514403552603,0.4451492538499595,2.1250863505981457
20,0.4761867419614397,1.9305027739765355,0.4415526535380539,2.1219861469606855
