epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.3285001045936623,2.8364988026983915,0.4614427860696517,2.198396730185741
2,0.6233349017696069,1.567332257964231,0.5766480099502488,1.6793829458418177
3,0.7767670431280674,0.9255898398168413,0.6088723051755582,1.5461003947169034
4,0.8702451903817047,0.5535038434427086,0.6158271144278606,1.4744865279737396
5,0.9287379757972105,0.32544274329952194,0.6220874793049115,1.481844056601548
6,0.9543156629823233,0.20914457049898552,0.6252798509241929,1.5021189021975248
7,0.9692205144291092,0.14760277335212998,0.628897180901238,1.5735333104483524
8,0.9760795692577865,0.1104619443203922,0.6347429519565544,1.6018449188539046
9,0.9823504810500773,0.08508454731033374,0.6318511610007405,1.5791459704438846
10,0.9842351526956785,0.07370908423519718,0.638609038211813,1.5724249694181318
